0,1675353277347,0,0,0,0,0,0,488,0,8192,0
1,1675353277427,0,0,0,0,0,0,0,0,8192,0
2,1675353277527,0,0,0,0,0,0,0,0,8192,0
3,1675353277626,0,0,0,0,0,0,0,0,8192,0
4,1675353277726,0,0,0,0,0,0,0,0,8192,0
5,1675353277827,0,0,0,0,0,0,0,0,8192,0
6,1675353277927,0,0,0,0,0,0,0,0,8192,0
7,1675353278027,0,0,0,0,0,0,0,0,8192,0
8,1675353278127,0,0,0,0,0,0,0,0,8192,0
9,1675353278226,0,0,0,0,0,0,0,0,8192,0
10,1675353278327,0,0,0,0,0,0,0,0,8192,0
11,1675353278429,0,0,0,0,0,0,0,0,8192,0
12,1675353278527,0,0,0,0,0,0,0,0,8192,0
13,1675353278627,0,0,0,0,0,0,0,0,8192,0
14,1675353278727,0,0,0,0,0,0,0,0,8192,0
15,1675353278827,0,0,0,0,0,0,0,0,8192,0
16,1675353278927,0,0,0,0,0,0,0,0,8192,0
17,1675353279027,0,0,0,0,0,0,0,0,8192,0
18,1675353279127,0,0,0,0,0,0,0,0,8192,0
19,1675353279248,0,0,0,0,0,0,0,0,8192,0
0,1675353279330,0,0,0,0,0,0,0,0,8192,0
1,1675353279426,0,0,0,0,0,0,0,0,8192,0
2,1675353279530,0,0,0,0,0,0,0,0,8192,0
3,1675353279626,0,0,0,0,0,0,0,0,8192,0
4,1675353279727,0,0,0,0,0,0,0,0,8192,0
5,1675353279904,0,0,0,0,0,0,0,0,8192,0
6,1675353279925,0,0,0,0,0,0,0,0,8192,0
7,1675353280026,0,0,0,0,0,0,0,0,8192,0
8,1675353280126,0,0,0,0,0,0,0,0,8192,0
9,1675353280226,0,0,0,0,0,0,0,0,8192,0
10,1675353280327,0,0,0,0,0,0,0,0,8192,0
11,1675353280425,0,0,0,0,0,0,0,0,8192,0
12,1675353280526,0,0,0,0,0,0,0,0,8192,0
13,1675353280628,0,0,0,0,0,0,0,0,8192,0
14,1675353280727,0,0,0,0,0,0,0,0,8192,0
15,1675353280826,0,0,0,0,0,0,0,0,8192,0
16,1675353280926,0,0,0,0,0,0,0,0,8192,0
17,1675353281028,0,0,0,0,0,0,0,0,8192,0
18,1675353281126,0,0,0,0,0,0,0,0,8192,463
19,1675353281246,0,0,0,0,0,0,0,0,8192,463
0,1675353281328,0,0,0,0,0,0,0,0,8192,463
1,1675353281425,0,0,0,0,0,0,0,0,8192,463
2,1675353281526,0,0,0,0,0,0,0,0,8192,463
3,1675353281625,0,0,0,0,0,0,0,0,8192,463
4,1675353281728,0,0,0,0,0,0,0,0,8192,463
5,1675353281827,0,0,0,0,0,0,0,0,8192,463
6,1675353281927,0,0,0,0,0,0,0,0,8192,463
7,1675353282026,0,0,0,0,0,0,0,0,8192,463
8,1675353282127,0,0,0,0,0,0,0,0,8192,463
9,1675353282227,0,0,0,0,0,0,0,0,8192,463
10,1675353282335,0,0,0,0,0,0,0,0,8192,463
11,1675353282427,0,0,0,0,0,0,0,0,8192,463
12,1675353282526,0,0,0,0,0,0,0,0,8192,463
13,1675353282626,0,0,0,0,0,0,0,0,8192,463
14,1675353282726,0,0,0,0,0,0,0,0,8192,463
15,1675353282827,0,0,0,0,0,0,0,0,8192,463
16,1675353282926,0,0,0,0,0,0,0,0,8192,463
17,1675353283026,0,0,0,0,0,0,0,0,8192,463
18,1675353283126,0,0,0,0,0,0,0,0,8192,0
19,1675353283245,0,0,0,0,0,0,0,0,8192,0
